0,1,2,Final_Marks
-2.3785417,10.009093,-6.328865,5
-3.3747149,9.468677,-8.159465,4
-1.2752072,10.632348,-8.549649,6
-3.1509078,9.612876,-9.25196,3
-3.9970832,7.71239,-5.3297424,3
-2.7134213,9.657927,-6.591144,5
-2.0615177,10.212834,-8.492997,10
-2.3101468,9.781032,-6.473095,4
-2.1962657,9.763548,-6.669379,5
-1.9067869,11.122342,-8.888282,6
-1.2752072,10.632348,-8.549649,7
-1.5478357,11.197138,-9.10682,6
-2.3157487,10.160992,-8.31466,8
0.4681285,15.991303,1.7513646,6
-2.1231666,10.25318,-8.416235,7
-2.8350594,9.313892,-6.692915,4
-2.2664273,9.699662,-6.661429,5
-2.20607,10.924525,-8.736762,5
-1.2752072,10.632348,-8.549649,6
-1.1198044,10.415526,-9.364175,9
-2.1063356,10.222524,-8.424091,8
-1.6860127,10.309411,-8.536137,7
-3.9970798,7.712413,-5.3296795,4
-2.5740378,9.564147,-6.680565,4
-2.2073922,9.758184,-6.663693,5
-2.3218362,10.8799,-8.721131,6
-1.0684499,-13.828258,-0.7579409,3
-1.2348887,-12.920989,-0.4910943,2
-1.6136619,-13.09655,-0.60970384,2
-0.46793216,-15.128878,-0.118954234,0
-1.4774203,-13.323681,-0.54747933,6
-1.7341273,-13.138729,0.23785342,5
-0.78624314,-15.032207,-0.3328034,10
-1.3748686,-15.371361,-1.4653051,2
-1.6087621,-14.125544,-0.4155263,3
-1.3372896,-14.39209,-0.49501106,6
-1.3372896,-14.39209,-0.49501106,6
-0.6734174,-13.693503,-0.029508347,3
-0.98021805,-14.859954,-0.50575393,5
-0.20598333,-14.295798,-0.9598108,1
-1.0787723,-13.201685,-0.43795905,6
-1.8125948,-13.222956,-0.75647175,4
-0.6439927,-14.345242,-0.2130954,6
-0.86348194,-12.728076,-0.18553467,3
-0.10524054,-14.875525,-0.8202948,4
-1.5872989,-10.941506,-0.7881853,0
-0.6926771,-14.636857,0.12137288,5
-0.8331436,-13.448506,-0.17360142,4
-1.0626172,-13.521107,-0.5369298,5
-0.47840774,-13.141728,-1.0017949,3
-1.3093249,-12.515196,-0.49973074,3
-1.2040759,-14.373922,-0.08981783,6
-1.1163139,-14.791282,-0.043619603,5
-0.5406278,-14.735265,-0.0820141,5
-1.6370554,-13.529453,0.38827896,2
-1.6356254,-13.548355,0.38525924,4
-1.352679,-12.451149,-0.5119807,4
-1.4417667,-12.641006,-0.51569235,6
-1.3576925,-15.0005,-0.27260798,3
-0.795072,-15.181804,-1.5552526,3
-1.6550264,-10.556446,-0.8532292,4
-1.6031812,-10.882021,-0.7986567,3
-1.6465677,-10.575575,-0.85073495,3
-0.9421503,-13.157873,-0.41233775,3
-1.8413761,-9.311927,-1.1428171,4
-1.8416517,-9.31592,-1.1416268,4
-1.8359655,-9.345961,-1.1341084,3
-1.8304772,-9.353536,-1.134154,4
-1.8382298,-9.335053,-1.1354496,4
-1.8464627,-9.285543,-1.1473572,10
-0.6117547,-10.16955,-11.160187,10
-0.41004848,-10.759442,-11.603534,10
-1.3239762,-9.996019,-11.41791,10
-2.3723588,-10.118555,-13.1982565,10
-0.4652103,-9.836862,-10.70021,9
-0.45423615,-10.764808,-11.681142,9
-1.4634243,-9.924753,-11.725117,9
-1.4255998,-10.037468,-11.350779,9
-0.5587781,-10.048778,-11.26894,8
-0.398359,-10.708367,-11.789874,8
-1.8539271,-9.828949,-12.509923,8
-2.1282449,-10.297833,-12.660383,8
-0.5163958,-10.01852,-11.280919,7
-0.44528446,-10.780805,-12.16938,7
-1.3524559,-9.673218,-11.804238,7
-2.4451358,-10.402133,-13.222623,7
-0.5137688,-10.017952,-11.193815,6
-0.45616373,-10.76503,-12.152399,6
-1.3591287,-9.671053,-11.810917,6
-2.4428911,-10.400923,-13.21072,6
-0.48779312,-9.951572,-11.187025,5
-0.40742972,-10.706718,-12.188515,5
-1.3273631,-9.636201,-11.851826,5
-2.4386551,-10.394675,-13.234957,5
-0.9980981,-10.416894,-13.492318,4
-0.24599583,-10.467326,-12.008179,4
-1.8033487,-9.756324,-12.617168,4
-2.438467,-10.384629,-13.264019,4
-1.0111881,-10.404698,-13.521805,3
-0.20916179,-10.4375725,-12.049382,3
-1.7998029,-9.7308235,-12.65428,3
-2.4547567,-10.3709955,-13.298227,3
-1.0841141,-10.491408,-13.756506,2
-0.7341351,-11.149107,-13.357621,2
-1.6789682,-9.54302,-12.556924,2
-1.1183459,-9.291368,-11.109106,2
-1.1326013,-10.400784,-14.153755,1
-0.7401726,-11.356378,-13.885379,1
-2.478647,-9.529562,-14.185054,1
-2.4803727,-9.526209,-14.158907,1
13.810723,8.443771,-3.6139252,10
14.417316,7.266065,-3.2194655,10
14.320087,7.956018,-2.834949,10
13.12507,7.732619,-3.213264,10
13.807466,8.515901,-3.623943,9
14.396697,7.2474966,-3.1682553,9
14.401438,8.021368,-2.756945,9
13.115295,7.7307253,-3.198015,9
13.43878,8.48353,-3.404773,8
14.223528,7.1315455,-3.0019155,8
14.500723,8.167692,-2.7168784,8
12.704945,7.545848,-2.9201176,8
13.37312,8.490042,-3.3680797,7
14.190102,7.0127115,-2.55348,7
14.726341,8.226197,-2.104733,7
12.274728,7.519455,-2.4120908,7
13.385009,8.537096,-3.388355,6
13.2566185,7.1063085,-1.8487406,6
14.791141,8.787073,-1.8070098,6
12.312276,7.5534205,-2.1894243,6
13.262296,8.631928,-3.3291388,5
13.242213,7.10635,-1.8394898,5
14.783808,8.799491,-1.7985681,5
12.297769,7.5412536,-2.1756759,5
13.236596,8.633046,-3.2922683,4
13.2349205,7.094026,-1.8378427,4
14.764341,8.797003,-1.8001003,4
12.287042,7.510984,-2.151318,4
13.233582,8.692822,-3.2823014,3
13.23481,7.090446,-1.8167772,3
14.770181,8.806405,-1.7788424,3
12.299507,7.5444283,-2.1472409,3
13.174335,8.714264,-3.2141268,2
13.469029,7.6674376,-2.1091726,2
14.404313,9.556211,-1.7455106,2
12.266757,7.1239443,-1.9233727,2
13.926534,9.73786,-1.8954444,1
13.026184,5.004984,-2.5377905,1
14.076468,9.745201,-1.7901093,1
12.995458,5.017505,-2.5303023,1
5.5212717,0.65459496,-11.235574,10
5.070533,0.075230576,-11.247009,10
4.3445783,0.03658457,-10.995669,10
3.5470679,1.7744329,-10.326042,10
5.5265484,0.663091,-11.211541,9
5.0929914,0.08106065,-11.232518,9
4.3501472,0.04260695,-10.978908,9
3.5310545,1.7428591,-10.324095,9
4.8532615,-0.42379165,-10.925193,8
4.6187406,-0.72035813,-10.675612,8
4.392052,-0.35702172,-10.621597,8
3.4443848,1.5799778,-10.31624,8
5.1723547,0.2728645,-10.668926,7
5.385311,-0.36720124,-10.711653,7
4.305555,-0.11974366,-10.383861,7
3.6481788,1.8054147,-10.27645,7
5.4936266,0.41484216,-10.763221,6
5.2240243,-0.5410388,-10.532814,6
4.3060627,-0.10697262,-10.376534,6
3.815738,1.8862865,-10.233652,6
5.556707,0.45503104,-10.611946,5
5.2661915,-0.5131858,-10.335164,5
4.3630157,-0.11365612,-10.164548,5
3.8734508,1.9449706,-10.2024145,5
5.330745,0.25455824,-10.175195,4
5.271707,-0.49176726,-10.083656,4
4.4599557,-0.11687214,-9.939849,4
4.0421762,2.045269,-10.178511,4
5.3827014,0.25562513,-9.993685,3
5.2879696,-0.4458485,-9.899061,3
4.5281835,-0.15905228,-9.778817,3
4.0798054,2.0656793,-10.161003,3
5.480934,0.28756982,-9.886802,2
5.7812533,-0.16679369,-10.12791,2
5.023745,0.16888797,-9.67321,2
4.0263925,1.9938571,-10.146,2
6.0508485,1.0313993,-9.580574,1
5.9044456,2.4936893,-9.966484,1
5.9949875,1.8613291,-10.448719,1
5.201274,2.5297823,-10.090425,1
-2.4537005,-6.3524914,-7.656569,10
-2.202274,-5.527765,-8.401029,10
-2.3214552,-5.648126,-8.589132,10
-0.92117643,-4.4437733,-5.644179,10
-2.5043857,-6.3673196,-7.75849,9
-2.187085,-5.511673,-8.38021,9
-2.3068871,-5.631009,-8.567668,9
-0.7372177,-4.403319,-5.548971,9
-1.1169311,-5.6078005,-6.03108,8
-1.8233516,-5.2430763,-7.912568,8
-1.4731872,-5.035035,-7.714787,8
-0.6451793,-4.4569807,-5.690549,8
-1.0910054,-5.6124315,-6.026256,7
-1.8431797,-5.232446,-7.8995156,7
-1.3250585,-4.850788,-7.4811363,7
-0.28930822,-4.436034,-5.641793,7
-1.0882175,-5.6172094,-6.0220838,6
-1.9821953,-5.938835,-6.8797503,6
-1.0800611,-4.733823,-7.0365434,6
-0.33409035,-4.442369,-5.7018533,6
-1.0775752,-5.627698,-6.017169,5
-1.7580812,-5.8070745,-6.6268744,5
-1.2586902,-4.765597,-7.358987,5
-0.27673388,-4.455986,-5.6927524,5
-0.786368,-5.4898715,-5.707674,4
-1.7883688,-5.829474,-6.639414,4
-1.3550123,-4.7129397,-7.5662646,4
-0.23817188,-4.4707766,-5.700974,4
-0.7731284,-5.510081,-5.7037215,3
-2.0306928,-5.975037,-6.801989,3
-1.3353655,-4.6671696,-7.539736,3
-0.115732454,-4.451578,-5.613488,3
-0.89950913,-5.562506,-5.82476,2
-2.102586,-6.016392,-6.8630915,2
-1.1881248,-4.6323357,-7.3095484,2
-0.14901975,-4.4715977,-5.660327,2
-3.1939473,-4.079329,-8.384225,1
-3.2500143,-4.033745,-8.402615,1
-3.199006,-4.0927362,-8.396298,1
-3.2132025,-4.0501075,-8.376677,1
13.832036,2.1701005,-5.6015863,10
14.441318,3.6244543,-5.182384,10
12.150982,6.344,-5.737785,10
12.778203,1.8159755,-5.153099,10
13.791959,2.3250809,-5.3564286,9
14.235729,3.6167154,-5.0344806,9
12.155246,6.3339853,-5.727772,9
12.771577,1.8389165,-5.0935225,9
13.629799,2.5219245,-4.9725094,8
13.826118,3.6565652,-4.772368,8
12.171021,6.312247,-5.5796423,8
12.738692,2.3485498,-4.438892,8
13.63528,2.5865033,-5.4465446,7
13.703968,3.7547655,-4.7455187,7
12.202177,6.2786613,-5.449341,7
12.725272,2.3990939,-4.43949,7
13.147248,3.0378933,-5.792205,6
13.671695,3.7875118,-4.7441072,6
12.196107,6.296538,-5.45711,6
12.712566,2.4049547,-4.4394226,6
13.135906,3.0442367,-5.8165455,5
13.64652,3.8033206,-4.733225,5
12.199015,6.2846127,-5.451121,5
12.707658,2.4715152,-4.4263396,5
